종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
"=""000250"""	삼천당제약	직접추가	메인	415500.0	50.0	226.0	95943976392.0	13034373599.0	23423415405.0	44784077259.0						판정불가	일반	일반	3647.2359249112606	1738.075497947946	1822.3573631641093	1830.804975672797	N	N	-147.67932489451476	-5.168157543831642											3년				0.012033694344163657	-0.08103091862497262	-0.0028293703275273307		-2122.772468832106	-0.5108959010426247	3년	-0.0028293703275273307	불리(<1)	3년	-5.168157543831642		판정불가	N	주당FCF<=0	제외	하드필터 미통과	23457472.0	단기위험부채 존재; 주당FCF 음수; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""005290"""	동진쎄미켐	직접추가	메인	56600.0	650.0	1927.0	371911660277.0		312307904056.0	349218723122.0						판정불가	일반	일반	1159.2792534533162	-5632.944027437088	28.770483002878404	32.2952485871495	N	Y	-35.98006644518272	-14.674277627988008	3.052714908153198			14.605429816306396			28144.663256022424			-50.274446544129994	3년				1.1484098939929328	-1.2106733330721275	-0.4701300194592441	0.14602204633567745	2136.5332352390747	3.7747937018358204	3년	-0.4701300194592441	불리(<1)	3년	-14.674277627988008		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	51414494.0	주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""006730"""	서부T&D	직접추가	메인	14970.0	100.0	1242.0	101942784570.0	72912659293.0	486846300963.0	177008800000.0						판정불가	일반	일반	-4805.261710923834	-7531.539067391196	15.922110878360575	18.117181213680514	Y	Y	133.0206378986867	62.959581135890886		274.5412757973734	134.41916227178177		340980.2645403377	166948.59954155295		2177.7572781585686	1015.2211058219971		3년	134.41916227178177	166948.59954155295	1015.2211058219971	0.6680026720106881	8.3964143694283	3.9961776609894457		1627.4085488696269	10.871132590979471	3년	3.9961776609894457	안심(>=2)	3년	62.959581135890886	0.2528941678311767	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	64926923.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""007390"""	네이처셀	직접추가	메인	19150.0		-44.07	16767416009.0	706238683.0	1987274527.0	5000000000.0						판정불가	일반	일반	240.34091263923168	162.74340112314016			N	N	-331.94736842105266												1년								-255.0436391643704	-1.3318205700489316	판정불가		판정불가	1년	-331.94736842105266		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	64435056.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:OFS
"=""009520"""	포스코엠텍	직접추가	메인	19920.0	10.0	34.0	23489287481.0									판정불가	일반	일반	564.0673104481234	564.0673104481234	569.2921379279964	569.2921379279964	N	N	142.85714285714283	-33.573662263718816	-31.534135605250093	294.21428571428567			10003.285714285712			-49.78270223752153			3년				0.0502008032128514	0.25102637844338277	-0.05888621891480607	-0.0553036529129431	21.005404932528034	0.1054488199424098	3년	-0.05888621891480607	불리(<1)	3년	-33.573662263718816		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	41642703.0	1년 점수 과열 가능; 배당감안점수<1; fs=2025:OFS,2024:OFS,2022:OFS,2020:OFS
"=""014620"""	성광벤드	직접추가	메인	46400.0	200.0	1297.0	55816213450.0			2000000000.0						판정불가	일반	일반	2101.7226502600183	2026.413971281186	34.1544158440555	34.21247959037688	N	N	-13.186077643908966	-2.6308862076953488			3.2382275846093025			4199.981177238265			-90.9483164283658		3년	3.2382275846093025	4199.981177238265	-90.9483164283658	0.43103448275862066	-0.373452241706846	-0.06440899867768073		1220.9355149855987	2.6313265409172386	3년	-0.06440899867768073	불리(<1)	3년	-2.6308862076953488		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	26557364.0	단기위험부채 존재; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""015750"""	성우하이텍	직접추가	메인	8890.0	200.0	2110.0	393080902555.0	91530269981.0	2365979543.0	1905976554324.0						판정불가	일반	일반	6028.0649124125	-17796.6420166375	1.3563673400888625	12.647697638216824	N	Y	20.84765177548682	63.02385728102815		50.19530355097364	134.54771456205629		105912.09049255439	283895.6777259388		1091.3620977790147	3093.427196017309		3년	134.54771456205629	283895.6777259388	3093.427196017309	2.249718785151856	17.028846005039792	48.12381877456854		791.4473300375	8.902669629218222	3년	48.12381877456854	안심(>=2)	3년	63.02385728102815	0.021521490410222242	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	80000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""018290"""	브이티	직접추가	메인	16960.0		1728.0	84220398087.0	525529750.0	0.0	35176445000.0						판정불가	일반	일반	2425.342588933072	1418.6283743001727	8.411260075848917	8.99384932042814	N	N	-37.41398044186889	71.59549321993607	119.38804809293298		151.69098643987215	247.27609618586595		262122.02456809906	427293.0942091764		1445.5308052364333	2419.41682906354	3년	151.69098643987215	262122.02456809906	1445.5308052364333		-4.448082701579387	8.511862975858609	14.193836240509254	1286.287521709648	7.584242462910661	3년	8.511862975858609	안심(>=2)	3년	71.59549321993607	0.1174830942222878	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	34941838.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""025320"""	시노펙스	직접추가	메인	5940.0		80.0	51153755987.0	873251756.0	4835094728.0	39766351933.0						판정불가	일반	일반	537.9004402147384	84.63764911542502	67.52624449731577	73.19202938605719	N	N	-75.0778816199377	-11.901595799169328											3년					-1.1118326241721042	-0.176251409918738		35.1831998104807	0.5923097611192037	3년	-0.176251409918738	불리(<1)	3년	-11.901595799169328		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	87733546.0	단기위험부채 존재; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""025900"""	동화기업	직접추가	메인	11600.0		-1001.0	47003095054.0	8175540000.0	332495112984.0	672096955800.0						판정불가	일반	일반	-5485.193240301571	-18778.96397581476			Y	Y	273.5074626865672			555.5149253731344									1년	555.5149253731344							-787.0734383185331	-6.785115847573561	판정불가		판정불가	1년	273.5074626865672		판정불가	N	주당순현금<=0 / 주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	50557285.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
