종목코드	종목명	그룹	판정구분	현재가	현금배당금(FY2025 DPS)	EPS(FY2025)	현금및현금성자산	유가증권성자산	장기부채	단기위험부채	주주지분	총부채	주주지분비중	부채비중	주주대부채배수	주주대부채판정	업종보정유형	업종보정판정	주당순현금(린치식)	주당순현금(보수형)	순현금차감PER(린치식)	순현금차감PER(보수형)	현금보다부채많음(린치형)	현금보다부채많음(보수형)	연간이익증가율(1년,%)	연간이익증가율(3년CAGR,%)	연간이익증가율(5년CAGR,%)	그레이엄적정PER(1년)	그레이엄적정PER(3년)	그레이엄적정PER(5년)	그레이엄내재가치(1년)	그레이엄내재가치(3년)	그레이엄내재가치(5년)	그레이엄괴리율(1년,%)	그레이엄괴리율(3년,%)	그레이엄괴리율(5년,%)	그레이엄사용기준	그레이엄적정PER(선택)	그레이엄내재가치(선택)	그레이엄괴리율(선택,%)	배당수익률(%)	배당감안이익성장률(1년)	배당감안이익성장률(3년)	배당감안이익성장률(5년)	주당잉여현금흐름	잉여현금흐름수익률(%)	배당감안점수기준	배당감안점수	배당감안점수판정	사용연성장률기준	사용연성장률(%)	린치PER배수	린치PER판정	하드필터통과	하드필터사유	종합판정	종합판정사유	발행주식수	비고
"=""000250"""	삼천당제약	직접추가	메인	204000.0	50.0	226.0	95943976392.0	13034373599.0	23423415405.0	44784077259.0						판정불가	일반	일반	3647.2359249112606	1738.075497947946	886.5166551995078	894.9642677081949	N	N	-147.67932489451476	-5.168157543831642											3년				0.024509803921568627	-0.16655616589331187	-0.005802088104878878		-2122.772468832106	-1.0405747396235814	3년	-0.005802088104878878	불리(<1)	3년	-5.168157543831642		판정불가	N	주당FCF<=0	제외	하드필터 미통과	23457472.0	단기위험부채 존재; 주당FCF 음수; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""005290"""	동진쎄미켐	직접추가	메인	50700.0	650.0	1927.0	371911660277.0		312307904056.0	349218723122.0						판정불가	일반	일반	1159.2792534533162	-5632.944027437088	25.708728981082867	29.23349456535396	N	Y	-35.98006644518272	-14.674277627988008	3.052714908153198			14.605429816306396			28144.663256022424			-44.487843676484374	3년				1.282051282051282	-1.349658911129489	-0.5209213709394606	0.168610676684721	2136.5332352390747	4.214069497512968	3년	-0.5209213709394606	불리(<1)	3년	-14.674277627988008		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	51414494.0	주당순현금 음수(보수형); 단기위험부채 존재; 1년 점수 과열 가능; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""006730"""	서부T&D	직접추가	메인	10210.0	100.0	1242.0	101942784570.0	72912659293.0	486846300963.0	177008800000.0						판정불가	일반	일반	-4805.261710923834	-7531.539067391196	12.089582698006309	14.284653033326245	Y	Y	133.0206378986867	62.959581135890886		274.5412757973734	134.41916227178177		340980.2645403377	166948.59954155295		3239.669584136511	1535.1478897311747		3년	134.41916227178177	166948.59954155295	1535.1478897311747	0.9794319294809012	11.083928467627384	5.288769237329917		1627.4085488696269	15.93935895073092	3년	5.288769237329917	안심(>=2)	3년	62.959581135890886	0.19202133305036384	매우 유망	N	주당순현금<=0	제외	하드필터 미통과	64926923.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""007390"""	네이처셀	직접추가	메인	21850.0		-44.07	16767416009.0	706238683.0	1987274527.0	5000000000.0						판정불가	일반	일반	240.34091263923168	162.74340112314016			N	N	-331.94736842105266												1년								-255.0436391643704	-1.1672477764959743	판정불가		판정불가	1년	-331.94736842105266		판정불가	N	주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	64435056.0	단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:ERR
"=""009520"""	포스코엠텍	직접추가	메인	12120.0	10.0	34.0	23489287481.0									판정불가	일반	일반	564.0673104481234	564.0673104481234	339.88037322211403	339.88037322211403	N	N	142.85714285714283	-33.573662263718816	-31.534135605250093	294.21428571428567			10003.285714285712			-17.464639321074984			3년				0.08250825082508251	0.4205587093861284	-0.09853806412942545	-0.0925373449965914	21.005404932528034	0.17331192188554484	3년	-0.09853806412942545	불리(<1)	3년	-33.573662263718816		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	41642703.0	1년 점수 과열 가능; 배당감안점수<1; fs=2025:OFS,2024:OFS,2022:OFS,2020:OFS
"=""014620"""	성광벤드	직접추가	메인	29050.0	200.0	1297.0	55816213450.0			2000000000.0						판정불가	일반	일반	2101.7226502600183	2026.413971281186	20.77739194274478	20.835455689066166	N	N	-13.186077643908966	-2.6308862076953488			3.2382275846093025			4199.981177238265			-85.54223346905933		3년	3.2382275846093025	4199.981177238265	-85.54223346905933	0.6884681583476765	-0.6015003961998853	-0.09348709668183072		1220.9355149855987	4.202876127317035	3년	-0.09348709668183072	불리(<1)	3년	-2.6308862076953488		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	26557364.0	단기위험부채 존재; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""015750"""	성우하이텍	직접추가	메인	6030.0	200.0	2110.0	393080902555.0	91530269981.0	2365979543.0	1905976554324.0						판정불가	일반	일반	6028.0649124125	-17796.6420166375	0.0009171031220378035	11.29224740125	N	Y	20.84765177548682	63.02385728102815		50.19530355097364	134.54771456205629		105912.09049255439	283895.6777259388		1656.4194111534725	4608.054356980742		3년	134.54771456205629	283895.6777259388	4608.054356980742	3.316749585406302	26348.619670162952	72337.1290232069		791.4473300375	13.125163018864013	3년	72337.1290232069	안심(>=2)	3년	63.02385728102815	1.4551681880535672e-05	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	80000000.0	주당순현금 음수(보수형); 단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""018290"""	브이티	직접추가	메인	12040.0		1728.0	84220398087.0	525529750.0	0.0	35176445000.0						판정불가	일반	일반	2425.342588933072	1418.6283743001727	5.564037853626695	6.146627098205919	N	N	-37.41398044186889	71.59549321993607	119.38804809293298		151.69098643987215	247.27609618586595		262122.02456809906	427293.0942091764		2077.093227309793	3448.9459651924944	3년	151.69098643987215	262122.02456809906	2077.093227309793		-6.724249803132106	12.867542440112882	21.457087682305158	1286.287521709648	10.683451176990431	3년	12.867542440112882	안심(>=2)	3년	71.59549321993607	0.0777149175651934	매우 유망	Y	통과	매우 유망	배당감안점수>=2 & 린치PER배수<=0.5	34941838.0	단기위험부채 존재; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""025320"""	시노펙스	직접추가	메인	4900.0		80.0	51153755987.0	873251756.0	4835094728.0	39766351933.0						판정불가	일반	일반	537.9004402147384	84.63764911542502	54.52624449731577	60.192029386057186	N	N	-75.0778816199377	-11.901595799169328											3년					-1.3769127566383863	-0.21827279521800227		35.1831998104807	0.7180244859281776	3년	-0.21827279521800227	불리(<1)	3년	-11.901595799169328		판정불가	Y	통과	보류	배당감안점수 또는 린치PER배수 미산출	87733546.0	단기위험부채 존재; 배당감안점수<1; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
"=""025900"""	동화기업	직접추가	메인	6120.0		-1001.0	47003095054.0	8175540000.0	332495112984.0	672096955800.0						판정불가	일반	일반	-5485.193240301571	-18778.96397581476			Y	Y	273.5074626865672			555.5149253731344									1년	555.5149253731344							-787.0734383185331	-12.86067709670806	판정불가		판정불가	1년	273.5074626865672		판정불가	N	주당순현금<=0 / 주당FCF<=0 / 순현금차감PER<=0	제외	하드필터 미통과	50557285.0	주당순현금 음수(린치식); 주당순현금 음수(보수형); 단기위험부채 존재; 주당FCF 음수; fs=2025:CFS,2024:CFS,2022:CFS,2020:CFS
